id_cliente,cliente,genero,idade,contato,fonte,produto_interesse,forma_pagamento,entrada_pct,fez_test_drive,data_interesse,etapa,motivo_insucesso,temperatura,data_ultimo_contato
CLI001152,Diego Martins Duarte,Masculino,41,(15) 95735-8370,Instagram,Polo,Financiamento,50,Não,16/01/2025,Primeiro Contato,,Quente,21/01/2025
CLI001153,Caio Souza,Masculino,30,(11) 91486-0382,WhatsApp,Saveiro,À Vista,,Não,03/01/2025,Primeiro Contato,,Frio,03/01/2025
CLI001154,Leonardo Lima,Masculino,36,(17) 96577-3017,Instagram,Amarok,Financiamento,40,Não,16/01/2025,Negociação,,Quente,15/02/2025
CLI001155,Rafaela Soares,Feminino,48,(71) 94512-2488,Site,T-Cross,Financiamento,40,Não,25/01/2025,Interesse Futuro,,Morno,22/03/2025
CLI001156,Natália Monteiro,Feminino,49,(12) 94077-3954,WhatsApp,Taos,Financiamento,20,Sim,30/01/2025,Negociação,,Morno,10/02/2025
CLI001157,Patrícia Nascimento,Feminino,41,(12) 96174-4987,Loja Física,T-Cross,Financiamento,40,Não,18/01/2025,Agendamento,,Morno,27/01/2025
CLI001158,Eduarda Rezende,Feminino,48,(27) 92592-1361,Instagram,Polo,Financiamento,25,Não,02/01/2025,Agendamento,,Quente,10/01/2025
CLI001159,Ricardo Teixeira Soares,Fem,40,(41) 93295-1828,WhatsApp,Nivus,À Vista,,Não,14/01/2025,Primeiro Contato,,Quente,19/01/2025
CLI001160,Rodrigo Nunes,Masculino,36,(21) 95908-4628,Site,Amarok,À Vista,,Sim,08/01/2025,Interesse Futuro,,Quente,22/04/2025
CLI001161,Natália Mendes,Feminino,55,(41) 96662-7038,Indicação,Tiguan Allspace,Financiamento,30,Sim,08/01/2025,Sucesso,,Quente,25/01/2025
CLI001162,Rafaela Almeida,Feminino,30,(85) 96273-4552,Google Ads,Taos,Financiamento,25,Não,01/01/2025,Primeiro Contato,,Morno,04/01/2025
CLI001163,Rodrigo Nascimento,Masculino,38,(62) 91844-7438,WhatsApp,Polo,Financiamento,20,Sim,03/01/2025,Sucesso,,Morno,09/01/2025
CLI001164,Júlia Barros,Feminino,70,(47) 93776-6046,Instagram,Polo,Financiamento,25,Não,16/02/2025,Interesse Futuro,,Morno,23/05/2025
CLI001165,Marcos Rezende,Masculino,57,(27) 96029-5474,WhatsApp,T-Cross,À Vista,,Não,28/02/2025,Primeiro Contato,,Morno,02/03/2025
CLI001166,Daniela Batista Duarte,Feminino,38,(11) 95157-7952,Instagram,Polo,À Vista,,Não,20/02/2025,Primeiro Contato,Contato Sem Sucesso,Frio,25/02/2025
CLI001167,Júlia Moraes Almeida,Feminino,41,(21) 9999,WhatsApp,Virtus,Financiamento,30,Sim,12/02/2025,Primeiro Contato,,Frio,16/02/2025
CLI001168,Sabrina Costa Almeida,Feminino,55,(47) 94409-1639,Site,Taos,Financiamento,20,Sim,23/02/2025,Sucesso,,Quente,24/03/2025
CLI001169,Carolina Santos,Feminino,28,(32) 91636-1445,WhatsApp,Polo,À Vista,,Não,04/02/2025,Primeiro Contato,,Frio,04/02/2025
CLI001170,Daniel Dias,Masculino,34,(21) 93999-0983,OLX,Polo,Financiamento,30,Sim,23/02/2025,Sucesso,,Morno,17/03/2025
CLI001171,Rafaela Castro Duarte,Feminino,26,(15) 92501-3376,Site,T-Cross,Financiamento,25,Não,27/02/2025,Interesse Futuro,Crédito Negado,Morno,08/05/2025
CLI001172,Vitória Ribeiro Cardoso,Feminino,35,(41) 93948-7795,Indicação,Nivus,Financiamento,30,Não,05/02/2025,Interesse Futuro,,Quente,19/02/2025
CLI001173,Thiago Moraes,Masculino,31,(62) 94928-3113,Instagram,Nivus,Financiamento,20,Sim,22/02/2025,Negociação,,Quente,25/02/2025
CLI001174,Marina Ramos,Feminino,60,(61) 94908-9008,Google Ads,Saveiro,À Vista,,Não,07/02/2025,Interesse Futuro,,Morno,12/04/2025
CLI001175,Samuel Ribeiro,Masculino,55,(19) 96846-5560,Google Ads,Nivus,Financiamento,15,Não,20/02/2025,Primeiro Contato,,Frio,20/02/2025
CLI001176,  Daniel Rocha ,Masculino,40,(12) 99695-8349,Instagram,Saveiro,Financiamento,50,Sim,12/02/2025,Sucesso,,Quente,28/03/2025
CLI001177,Marcos Dias,Masculino,63,(61) 97015-6223,OLX,Nivus,Financiamento,30,Não,04/02/2025,INSUCESSO ,Comprou em Outra Concessionária,Frio,14/02/2025
CLI001178,Camila Santana,Feminino,37,1198877-66,Google Ads,Polo,Financiamento,25,Sim,07/02/2025,Insucesso,Comprou no Particular,Morno,16/02/2025
CLI001179,João Rocha,Masculino,,(11) 93384-6740,Instagram,Nivus,À Vista,,Sim,23/02/2025,Agendamento,,Morno,08/03/2025
CLI001180,Samuel Castro,Masculino,43,(41) 99031-9937,Indicação,Saveiro,Financiamento,30,Não,27/02/2025,Negociação,,Morno,27/03/2025
CLI001181,Eduarda Oliveira,Feminino,44,(85) 92151-7964,Indicação,Nivus,À Vista,,Não,16/02/2025,Primeiro Contato,,Frio,16/02/2025
CLI001182,André Cardoso Nunes,Masculino,58,(11) 99586-0350,OLX,Saveiro,À Vista,,Não,05/02/2025,Sucesso,,Quente,11/03/2025
CLI001183,Felipe Monteiro Batista,Masculino,49,(11) 93006-4550,Instagram,T-Cross,Financiamento,40,Sim,25/02/2025,Negociação,,Morno,22/03/2025
CLI001184,Daniela Ferreira,Feminino,57,(12) 97681-2859,WhatsApp,Taos,Financiamento,30,Sim,17/02/2025,Agendamento,,Quente,01/03/2025
CLI001185,Bruno Gomes,Masculino,39,(71) 93244-2424,Loja Física,Nivus,Financiamento,10,Não,18/02/2025,Primeiro Contato,,Morno,25/02/2025
CLI001186,Vitória Rocha,Feminino,22,(31) 91706-1452,Instagram,Polo,Financiamento,25,Sim,08/02/2025,Negociação,,Quente,18/02/2025
CLI001187,Marcelo Souza,Masculino,51,(19) 95149-1152,Google Ads,Virtus,Financiamento,40,Sim,21/02/2025,Primeiro Contato,,Morno,28/02/2025
CLI001188,Guilherme Ramos Oliveira,Masculino,44,(48) 94355-0752,WhatsApp,Polo,Financiamento,35,Não,04/02/2025,Primeiro Contato,,Frio,09/02/2025
CLI001189,Rafaela Silva Santos,Feminino,49,(11) 99575-8082,WhatsApp,Taos,Financiamento,35,Sim,07/02/2025,Negociação,,Morno,05/03/2025
CLI001190,Marina Lopes Cardoso,Feminino,52,(47) 96713-5896,Site,Amarok,À Vista,,Não,07/02/2025,Agendamento,,Morno,17/02/2025
CLI001191,Mariana Ramos,Feminino,41,(24) 95118-8318,WhatsApp,Saveiro,Financiamento,50,Sim,22/02/2025,Negociação,,Morno,2025-03-07
CLI001192,Vitória Martins,Feminino,48,(19) 92492-2862,Google Ads,Virtus,À Vista,,Não,05/02/2025,Primeiro Contato,,Quente,12/02/2025
CLI001193,Rafael Melo Costa,Masculino,68,(51) 99277-9836,WhatsApp,Saveiro,À Vista,,sim,16/02/2025,Primeiro Contato,,Frio,19/02/2025
CLI001194,Renan Barbosa Rezende,Masculino,37,(71) 97363-8139,Instagram,Polo,Financiamento,20,Sim,04/02/2025,Insucesso,Produto Indisponível,Morno,13/02/2025
CLI001195,Eduarda Duarte,Feminino,33,(15) 93815-4886,Indicação,Amarok,Financiamento,30,Não,05/02/2025,Interesse Futuro,,Frio,26/05/2025
CLI001196,Helena Moreira,Feminino,35,(17) 92224-1596,WhatsApp,Polo,Financiamento,15,Sim,21/02/2025,Agendamento,,Morno,05/03/2025
CLI001197,Mariana Moraes,Feminino,28,(21) 97321-6098,Instagram,Saveiro,Financiamento,15,Não,01/02/2025,Primeiro Contato,,Morno,01/02/2025
CLI001198,Gabriela Lima,Feminino,37,(32) 94299-4971,Loja Física,Nivus,Financiamento,35,Sim,21/02/2025,Negociação,,Quente,26/02/2025
CLI001199,Bruno Alves Costa,Masculino,70,(13) 96306-6418,Site,Polo,Financiamento,35,,04/02/2025,Primeiro Contato,,Quente,09/02/2025
CLI001200,Vitor Nunes Costa,Masculino,65,(11) 93292-6672,WhatsApp,Taos,À Vista,,Não,21/02/2025,Primeiro Contato,,Frio,28/02/2025
CLI001201,Murilo Soares Freitas,Masculino,41,(62) 91690-6241,Loja Física,Saveiro,Financiamento,25,Não,10/02/2025,Agendamento,,Morno,02/22/2025
CLI001202,Rafaela Santana Monteiro,Feminino,42,(11) 94185-1778,WhatsApp,Saveiro,Financiamento,40,Sim,12/02/2025,Interesse Futuro,,Frio,04/06/2025
CLI002092,Carlos Dias,Masculino,44,(15) 97549-9711,Google Ads,Tiguan Allspace,Financiamento,30,Não,18/02/2025,Insucesso,Crédito Negado,Frio,12/04/2025
CLI001204,Felipe Ribeiro Cardoso,Masculino,28,(48) 98020-0934,Google Ads,Polo,Financiamento,50,Não,21/02/2025,Interesse Futuro,,Morno,12/04/2025
CLI001205,Bruna Lopes Freitas,Feminino,58,(81) 92726-5739,Google Ads,Virtus,Financiamento,20,Sim,11/02/2025,Sucesso,,Quente,2025-03-03
CLI001206,Mateus Pereira Ribeiro,masculino,41,(48) 99901-2517,Indicação,Saveiro,Financiamento,30,Sim,22/02/2025,Sucesso,,Morno,25/03/2025
CLI001207,Vitória Almeida,Feminino,50,(17) 95597-0220,Google Ads,T-Cross,À Vista,10,Não,10/02/2025,Interesse Futuro,,Morno,10/03/2025
CLI001208,Daniela Dias,Feminino,45,(61) 94383-5389,Facebook Ads,Amarok,Financiamento,50,Sim,22/02/2025,Negociação,,Morno,07/03/2025
CLI001209,Fernando Rodrigues,Masculino,68,(71) 95191-9849,Google Ads,Amarok,Financiamento,20,Não,07/02/2025,Agendamento,,Frio,22/02/2025
CLI001210,Diego Araújo Martins,Masculino,41,(15) 93463-4751,WhatsApp,Virtus,Financiamento,35,Não,20/02/2025,Insucesso,Contato Sem Sucesso,Frio,15/04/2025
CLI001211,Isabela Alves Duarte,Feminino,46,(47) 96525-4328,Site,Nivus,Financiamento,15,Não,26/02/2025,Insucesso,Contato Sem Sucesso,Morno,22/04/2025
CLI001212,João Lopes,Masculino,52,(27) 93089-5617,WhatsApp,Nivus,Financiamento,20,Não,13/02/2025,Primeiro Contato,,Frio,19/02/2025
CLI001213,Bruno Barros,Masculino,69,(41) 96438-1789,Google Ads,Nivus,Financiamento,20,Sim,04/02/2025,primeiro contato,,Morno,06/02/2025
CLI001214,Vitor Ribeiro Lima,Masculino,48,(17) 99389-9131,WhatsApp,Polo,Financiamento,25,Sim,02/13/2025,Interesse Futuro,,Morno,24/05/2025
CLI001215,Paulo Ramos,Masculino,68,(48) 92677-6314,Instagram,Polo,Financiamento,10,Não,20/02/2025,Primeiro Contato,,Frio,22/02/2025
CLI001216,Paulo Moraes Rezende,Masculino,54,(24) 96114-0300,Instagram,Amarok,Financiamento,35,Sim,08/02/2025,Sucesso,,Quente,02/03/2025
CLI001217,Lucas Andrade,Masculino,45,(47) 95915-0031,Instagram,Polo,À Vista,,Não,19/02/2025,Interesse Futuro,,Morno,14/03/2025
CLI001218,Gabriela Soares Santana,Feminino,38,(16) 96502-5826,Instagram,T-Cross,Financiamento,30,Não,26/02/2025,Insucesso,Comprou em Outra Concessionária,Frio,01/04/2025
CLI001219,Isabela Mendes,Feminino,52,(48) 92997-9848,Facebook Ads,Tiguan Allspace,Financiamento,35,Sim,24/02/2025,Negociação,,Quente,02/03/2025
CLI001220,Murilo Castro,Masculino,30,(81) 99999-8916,Instagram,Virtus,Financiamento,30,Não,04/02/2025,Primeiro Contato,,Morno,11/02/2025
CLI001221,Carlos Batista,Masculino,48,(47) 93106-7164,OLX,Polo,Financiamento,20,sim,10/02/2025,Agendamento,,Frio,18/02/2025
CLI001222,Ana Lima Rodrigues,Feminino,51,(47) 94584-9361,Indicação,Virtus,Financiamento,25,Sim,17/02/2025,Sucesso,,Quente,25/02/2025
CLI001223,Marina Carvalho,Feminino,42,(41) 95409-8100,Indicação,Tiguan Allspace,Financiamento,30,Não,04/02/2025,Primeiro Contato,,Frio,09/02/2025
CLI001224,Eduarda Monteiro,Feminino,41,(15) 92468-4280,WhatsApp,Saveiro,Financiamento,20,Não,18/02/2025,Primeiro Contato,,Frio,20/02/2025
CLI001225,Laura Ramos,Feminino,50,(15) 97746-3140,Google Ads,Polo,À Vista,,Não,15/02/2025,Agendamento,,Morno,27/02/2025
CLI001226,Henrique Lima Gomes,Masculino,66,(13) 93198-5786,OLX,Taos,Financiamento,25,Sim,10/02/2025,Sucesso,,Morno,23/02/2025
CLI001227,Felipe Araújo,Masculino,40,(19) 91357-7433,WhatsApp,Polo,Financiamento,20,Não,01/02/2025,Insucesso,Produto Indisponível,Frio,05/03/2025
CLI001228,Gabriel Castro,Masculino,58,(85) 91752-2673,Facebook Ads,Polo,Financiamento,25,Sim,18/02/2025,Insucesso,Comprou em Outra Concessionária,Frio,09/04/2025
CLI001229,Samuel Souza,Masculino,51,(61) 94186-6044,Loja Física,T-Cross,Financiamento,25,Não,05/02/2025,Agendamento,,Quente,06/02/2025
CLI001230,Murilo Santos,Masculino,19,(12) 93587-0804,Indicação,Polo,À Vista,,Sim,05/02/2025,Sucesso,,Morno,20/03/2025
CLI001231,Bruna Rocha,Feminino,36,(71) 95219-4745,WhatsApp,Saveiro,Financiamento,15,Não,19/02/2025,Primeiro Contato,,Morno,22/02/2025
CLI001232,  Beatriz Moraes ,Feminino,69,(51) 93320-8101,OLX,T-Cross,À Vista,,Não,03/02/2025,Insucesso,Financeiro,Morno,12/02/2025
CLI001233,Laura Ferreira,Feminino,42,(16) 92734-3281,Indicação,Polo,Financiamento,35,Não,07/02/2025,Agendamento,,Morno,14/02/2025
CLI001234,Renata Lopes,Feminino,70,(85) 92572-8196,WhatsApp,Polo,Financiamento,25,Sim,11/02/2025,Sucesso,,Quente,24/03/2025
CLI001235,Thiago Lima,Masculino,42,(17) 96513-9648,WhatsApp,Polo,Financiamento,25,Sim,13/02/2025,Negociação,,Morno,19/02/2025
CLI001236,Clara Duarte,Feminino,32,(31) 92371-5535,Instagram,Polo,Financiamento,40,Não,27/02/2025,Primeiro Contato,,Morno,02/03/2025
CLI001237,Bruno Santos,Masculino,23,(71) 94354-2600,OLX,Nivus,Financiamento,50,Não,12/02/2025,Insucesso,Financeiro,Morno,23/02/2025
CLI001238,Vitor Cardoso Nunes,Masculino,56,(62) 98937-0109,WhatsApp,Saveiro,Financiamento,15,Não,26/02/2025,Negociação,,Quente,22/03/2025
CLI001239,Laura Ramos,Feminino,37,(81) 94646-9595,WhatsApp,Amarok,Financiamento,25,Não,05/02/2025,Negociação,,Frio,17/02/2025
CLI001240,Gustavo Moraes Lopes,Masculino,43,(51) 92014-3463,Loja Física,Taos,Financiamento,20,Sim,17/02/2025,Negociação,,Frio,18/03/2025
CLI001241,Vinícius Oliveira Melo,Masculino,55,(11) 99435-6535,WhatsApp,Amarok,Financiamento,20,Sim,28/02/2025,Negociação,,Quente,27/03/2025
CLI001242,Caio Ramos,Masculino,62,(24) 97438-7335,Instagram,Nivus,Financiamento,30,Não,22/02/2025,Insucesso,Contato Sem Sucesso,Frio,13/03/2025
CLI001243,Luana Andrade,Feminino,41,(47) 93685-5920,Instagram,Polo,Financiamento,20,Não,26/02/2025,Primeiro Contato,,Frio,26/02/2025
CLI001244,Rodrigo Mendes,Masculino,67,(21) 93527-8229,WhatsApp,T-Cross,Financiamento,35,Sim,14/02/2025,primeiro contato,,Frio,16/02/2025
CLI001245,Samuel Costa,Masculino,55,(85) 96648-4816,Facebook Ads,T-Cross,Financiamento,40,Não,23/02/2025,Primeiro Contato,,Quente,01/03/2025
CLI001246,Gabriela Gomes Moreira,Feminino,62,(11) 99167-4872,Loja Física,Saveiro,Financiamento,15,Não,22/02/2025,Agendamento,,Quente,08/03/2025
CLI001247,Vitória Oliveira Pereira,Feminino,24,(31) 99149-9788,Instagram,Polo,Financiamento,20,Sim,17/02/2025,Primeiro Contato,,Frio,21/02/2025
CLI001248,Larissa Rocha,Feminino,25,(17) 93327-4190,Loja Física,T-Cross,Financiamento,15,Sim,14/02/2025,Negociação,,Quente,15/03/2025
CLI001249,Larissa Silva,Feminino,32,(71) 95880-6540,Facebook Ads,T-Cross,Financiamento,10,Não,09/02/2025,Primeiro Contato,,Morno,09/02/2025
CLI001250,Laura Carvalho Batista,Feminino,44,(11) 93965-0836,Instagram,Virtus,Financiamento,40,Sim,13/02/2025,Sucesso,,Quente,28/03/2025
CLI001251,Vanessa Santos Martins,Feminino,61,(19) 97005-4831,Instagram,Saveiro,Financiamento,35,Não,13/02/2025,Insucesso,,Morno,13/04/2025
CLI001252,Henrique Martins Rocha,Masculino,35,(62) 95728-8992,OLX,Nivus,Financiamento,30,Sim,08/03/2025,Sucesso,,Quente,12/03/2025
CLI001253,Paulo Oliveira,Masculino,44,(13) 92036-9955,Loja Física,T-Cross,Financiamento,10,Não,14/03/2025,Negociação,,Morno,17/03/2025
CLI001254,Rafaela Lima,Feminino,60,(16) 94522-1371,Instagram,T-Cross,Financiamento,20,Sim,25/03/2025,Negociação,,Quente,19/04/2025
CLI001255,Gabriel Mendes Oliveira,M,45,(51) 94319-0396,WhatsApp,Polo,À Vista,,Não,11/03/2025,Agendamento,,Quente,17/03/2025
CLI001256,Samuel Batista,Masculino,17,(11) 96251-9376,Site,T-Cross,À Vista,,Não,07/03/2025,Primeiro Contato,,Quente,12/03/2025
CLI001257,Bruno Batista,Masculino,39,(48) 97860-6037,WhatsApp,Tiguan Allspace,Financiamento,35,Não,03/03/2025,Interesse Futuro,,Quente,15/04/2025
CLI001258,Bianca Nascimento,Feminino,35,(21) 97394-1982,Indicação,Saveiro,Financiamento,15,Não,19/03/2025,Primeiro Contato,,Frio,20/03/2025
CLI001259,Eduarda Moraes,Feminino,17,(24) 97809-2101,Loja Física,Polo,Financiamento,20,Sim,17/03/2025,Negociação,,Quente,11/04/2025
CLI001260,Diego Barbosa Rezende,Masculino,51,(51) 95167-4869,Facebook Ads,Taos,Financiamento,25,sim,10/03/2025,Agendamento,,Morno,16/03/2025
CLI001261,Lucas Moraes Moreira,Masculino,48,(81) 99378-9439,Google Ads,Polo,Financiamento,20,Não,17/03/2025,Agendamento,,Morno,19/03/2025
CLI001262,Rafael Ramos,Masculino,42,(15) 99659-9916,Instagram,Amarok,Financiamento,30,Sim,25/03/2025,Insucesso,Crédito Negado,Frio,2025-04-01
CLI001263,Daniel Melo Almeida,Masculino,32,(21) 9999,OLX,Polo,À Vista,,Sim,10/03/2025,Negociação,,Quente,22/03/2025
CLI001264,Gabriela Dias,Feminino,40,(11) 95664-0572,Site,Polo,À Vista,,Não,16/03/2025,Primeiro Contato,,Morno,19/03/2025
CLI001265,  Helena Mendes Souza ,Feminino,40,(62) 93624-3012,Site,Saveiro,À Vista,,Não,23/03/2025,Interesse Futuro,,Quente,03/07/2025
CLI001266,Letícia Araújo,Feminino,39,(19) 97516-8488,Google Ads,Nivus,Financiamento,20,Sim,11/03/2025,Agendamento,,Frio,13/03/2025
CLI001267,Pedro Barros,Masculino,51,(81) 99334-2389,Instagram,Polo,Financiamento,15,Não,04/03/2025,Agendamento,,Frio,13/03/2025
CLI001268,Vinícius Ferreira,Masculino,55,(41) 97937-6140,Facebook Ads,Taos,À Vista,,Não,28/03/2025,Primeiro Contato,,Morno,28/03/2025
CLI001269,Caio Rezende,Masculino,51,(17) 95325-9802,WhatsApp,Polo,À Vista,,Sim,12/03/2025,Sucesso,,Quente,29/03/2025
CLI001270,Rafaela Ferreira,Feminino,51,(51) 96590-9405,Instagram,Polo,Financiamento,20,Não,2025-03-13,Sucesso,,Quente,2025-03-17
CLI001271,Rafaela Gonçalves Nascimento,Feminino,55,(51) 99232-8238,OLX,Polo,Financiamento,20,Sim,03/03/2025,Sucesso,,Quente,12/03/2025
CLI001272,Sabrina Barbosa,Feminino,49,(61) 92331-4610,Instagram,Nivus,Financiamento,10,Não,10/03/2025,Insucesso,Comprou no Particular,Morno,05/05/2025
CLI001273,Felipe Lima,Masculino,43,(11) 99871-2204,Google Ads,Polo,Financiamento,20,Sim,15/03/2025,Agendamento,,Morno,22/03/2025
CLI001274,Murilo Lima Barros,Masculino,53,(51) 96157-3346,Site,Polo,Financiamento,25,Não,21/03/2025,Primeiro Contato,,Morno,26/03/2025
CLI001275,Luana Araújo,Feminino,34,(71) 94342-1688,Instagram,Polo,Financiamento,40,Sim,16/03/2025,Negociação,,Quente,10/04/2025
CLI001276,Camila Silva,Feminino,68,(11) 93341-2823,WhatsApp,Saveiro,Financiamento,25,S,02/03/2025,Sucesso,,Frio,10/04/2025
CLI001277,André Mendes,Masculino,28,(12) 92713-3347,Indicação,Polo,À Vista,,Sim,05/03/2025,Insucesso,Produto Indisponível,Frio,01/05/2025
CLI001278,Clara Mendes,Feminino,41,(19) 91103-8291,Indicação,Amarok,À Vista,10,Não,17/03/2025,Insucesso,Financeiro,Morno,08/04/2025
CLI001279,Marina Castro,Feminino,60,(19) 96294-7286,Facebook Ads,Amarok,Financiamento,30,Sim,27/03/2025,Agendamento,,Morno,09/04/2025
CLI001280,Júlia Pereira,Feminino,41,(71) 92273-0035,Instagram,T-Cross,Financiamento,25,Não,29/03/2025,Interesse Futuro,,Morno,10/07/2025
CLI001281,Luana Duarte,Feminino,52,(41) 94352-4533,OLX,Polo,Financiamento,25,Sim,20/03/2025,Negociação,,Frio,27/03/2025
CLI001282,Helena Melo Lopes,Feminino,54,(12) 97850-9566,Instagram,Virtus,Financiamento,30,Sim,07/03/2025,Negociação,,Quente,26/03/2025
CLI001283,Ricardo Barbosa Cardoso,Masculino,22,(15) 96760-8276,Instagram,Nivus,Financiamento,50,Sim,04/03/2025,Insucesso,Comprou no Particular,Morno,29/03/2025
CLI001284,Thiago Monteiro Lopes,Masculino,103,(16) 94071-6398,Loja Física,T-Cross,Financiamento,20,Sim,13/03/2025,Negociação,,Quente,16/03/2025
CLI001285,Valentina Melo,Feminino,36,(48) 91619-0802,Site,T-Cross,Financiamento,25,Não,27/03/2025,Primeiro Contato,,Morno,03/04/2025
CLI001286,Renata Cardoso,Feminino,23,(48) 93270-1751,Loja Física,Saveiro,Financiamento,15,Não,13/03/2025,Primeiro Contato,,Frio,19/03/2025
CLI001287,Júlia Ramos Rocha,Feminino,41,(15) 94616-3798,Facebook Ads,Nivus,Financiamento,15,Sim,11/03/2025,Agendamento,,Morno,17/03/2025
CLI001288,Bruno Nascimento,Masculino,34,(11) 97478-5004,Instagram,Virtus,Financiamento,25,Não,11/03/2025,Sucesso,,Quente,14/04/2025
CLI001289,Henrique Nunes,Masculino,47,(11) 98A77-6655,Indicação,Polo,Financiamento,30,Sim,07/03/2025,Sucesso,,Quente,30/03/2025
CLI001290,Bruno Pereira,Masculino,46,(17) 93091-0251,Loja Física,Taos,Financiamento,25,Não,26/03/2025,Primeiro Contato,,Morno,29/03/2025
CLI001291,Renata Pereira Costa,Feminino,45,(12) 98919-3127,Indicação,Nivus,Financiamento,30,Sim,13/03/2025,Interesse Futuro,,Frio,02/05/2025
CLI001292,Paulo Mendes Melo,Masculino,48,(17) 99312-6250,Loja Física,Amarok,Financiamento,20,Sim,29/03/2025,Negociação,,Quente,03/04/2025
CLI001293,Pedro Souza,Masculino,54,(16) 95655-6320,Site,Amarok,Financiamento,40,Não,05/03/2025,Interesse Futuro,,Morno,18/04/2025
CLI001294,Tatiane Nascimento Santos,Feminino,60,1198877-66,Indicação,T-Cross,Financiamento,50,Sim,15/03/2025,Agendamento,,Quente,29/03/2025
CLI001295,Tatiane Silva Martins,Feminino,59,(61) 95840-7320,Site,Virtus,Financiamento,35,Não,29/03/2025,Agendamento,,Morno,03/04/2025
CLI001296,Laura Lima Costa,Feminino,48,(24) 91767-7640,Google Ads,Polo,Financiamento,40,Não,25/03/2025,Primeiro Contato,,Morno,28/03/2025
CLI001297,Paulo Nunes Moraes,Masculino,40,(85) 93817-9328,Instagram,Virtus,À Vista,,Sim,09/03/2025,Insucesso,Comprou no Particular,Morno,22/03/2025
CLI001298,Guilherme Freitas,Masculino,38,(11) 96140-3714,Google Ads,Polo,Financiamento,40,Não,27/03/2025,Agendamento,,Morno,09/04/2025
CLI001299,Pedro Nascimento Moraes,Masculino,31,(61) 93448-3407,WhatsApp,T-Cross,Financiamento,20,Sim,15/03/2025,Sucesso,,Quente,29/03/2025
CLI001300,Luana Santana,Feminino,47,(16) 98802-6260,Instagram,Polo,Financiamento,15,Não,21/03/2025,Insucesso,Produto Indisponível,Frio,2025-04-27
CLI001301,Carolina Monteiro,Feminino,27,(27) 94654-9594,Google Ads,Polo,Financiamento,30,Sim,11/03/2025,Sucesso,,Morno,13/04/2025
CLI001302,Ricardo Costa,Masculino,58,(85) 91835-2278,Instagram,Polo,À Vista,,Não,04/03/2025,Agendamento,,Quente,15/03/2025
CLI001303,Henrique Duarte,Masculino,44,(13) 94674-1224,OLX,Polo,Financiamento,30,Não,30/03/2025,Interesse Futuro,,Morno,01/06/2025
CLI001304,Vinícius Costa,Masculino,37,(21) 95817-0253,Instagram,Nivus,Financiamento,20,Sim,17/03/2025,Sucesso,,Quente,10/04/2025
CLI001305,João Soares,Masculino,42,(48) 93714-7841,Facebook Ads,Polo,Financiamento,35,Não,03/03/2025,primeiro contato,,Morno,04/03/2025
CLI001306,Vitória Teixeira,Feminino,39,(85) 98819-3502,Indicação,Saveiro,Financiamento,25,Não,23/03/2025,primeiro contato,,Frio,25/03/2025
CLI001307,Sabrina Mendes Freitas,Feminino,37,(47) 98182-1111,Site,Virtus,Financiamento,30,Sim,27/03/2025,Negociação,,Quente,17/04/2025
CLI001308,Caio Rezende Andrade,Masculino,62,(48) 94110-7956,OLX,Saveiro,À Vista,,Não,25/03/2025,Sucesso,,Morno,02/05/2025
CLI001309,Marcelo Carvalho Gomes,Masculino,32,(16) 99966-8284,WhatsApp,Saveiro,À Vista,,Não,21/03/2025,Primeiro Contato,,Frio,23/03/2025
CLI001310,Ana Araújo Carvalho,Feminino,48,(51) 92066-4873,WhatsApp,Polo,À Vista,,Sim,07/03/2025,Agendamento,,Quente,12/03/2025
CLI001311,Pedro Andrade,Masculino,23,(17) 98043-7187,WhatsApp,Virtus,Financiamento,30,Não,31/03/2025,Primeiro Contato,,Frio,31/03/2025
